Cajun Shrimp in Foil,"['▢ 1 tablespoon Cajun or Creole seasoning▢ 24 1 pound cleaned large shrimp▢ 3 ounces fully cooked Turkey/Chicken Andouille sausage, Applegate, very thinly sliced▢ 1 medium zucchini, 8 ounces each, sliced into 1/4-inch thick rounds▢ 1 large red bell pepper, seeded and cut into thin strips▢ 1 1/2 cups corn kernels▢ 1/4 cup chopped fresh Italian parsley leaves▢ 1/4 cup chopped fresh basil leaves▢ 1/4 cup dry white wine, such as Pinot Grigio▢ 2 tbsp olive oil']",10,"['In a medium bowl, combine the Cajun seasoning, salt, and pepper. Add the shrimp and toss to coat.Place 4 large (10 x 18-inch) pieces of heavy-duty aluminum foil on a flat surface.Divide the sausage, zucchini, bell peppers, and corn among the foil pieces, placing the vegetables in the center of each. Top each with shrimp (about 6), sprinkle each with 1 tablespoon of the parsley and 1 tablespoon of the basil.Drizzle each with 1 tablespoon of the wine and about 1/2 tablespoon of the oil. Fold each piece of the foil to form a packet, sealing tightly and leaving a little room inside for air to circulate in the packet. The packets may be refrigerated (or frozen) at this stage.To cook, preheat the oven to 425F. Arrange the packets on a baking sheet and cook until the shrimp is cooked through and the vegetables are crisp-tender, 13 minutes. Open the packets slowly, being careful of the hot steam. Transfer the shrimp, vegetables, and sauce that has accumulated to individual bowls or rimmed plates.', 'To freeze and heat:Place uncooked packets into sealable plastic bags, keeping them level and upright. (Two packets fit well into a gallon sized bag). Freeze for up to two (2) months. There is no need to thaw before cooking.Remove the frozen packets from the bags and place them on a baking tray in a cold oven set to 425F.Once oven comes to temperature, continue to cook for 35-40 minutes.']",American,Dinner
Smoked Salmon Pinwheels,"['▢ 8 ounces thinly sliced cold smoked salmon, I like Nova Lox▢ 4 ounces 1/3 less fat cream cheese▢ 1/4 medium cucumber, cut into matchsticks▢ 2 tablespoons finely chopped red onion▢ 2 tablespoons capers, drained▢ 1/2 lemon, sliced thin']",20,"['Lay a large piece of plastic wrap on a work surface.Arrange the slices of salmon in an overlapping fashion to create a rectangle about 6 inches wide by 12 inches long, with one of the longest sides facing you.Gently spread the cream cheese over the salmon trying not to dislodge any of the pieces. Lay the cucumber along one side of the rectangle about 1/2 inch from the edge.Using the plastic wrap to guide you, roll the salmon up tightly around the cucumber sticks. Refrigerate until firm at least 30 minutes.Using a sharp knife, cut the roll into 16 1/2-inch thick slices.Sprinkle with red onion and capers and serve with lemon slices.']",American,"Appetizer, Breakfast, Brunch, Snack"
Strawberry Crisp,"['For the Filling:▢ cooking spray▢ 5 cups fresh strawberries, stemmed and quartered▢ 1/4 cup honey▢ 1 tablespoon fresh orange juice▢ 1 tablespoon cornstarch, or arrowroot for Paleo', 'For the Nut Topping:▢ 1/2 cup sliced almonds▢ 1/4 cup chopped pecans▢ 1/4 cup walnuts▢ 1/4 cup almond flour▢ 2 tablespoons honey▢ 1/8 teaspoon kosher salt']",15,"['Preheat oven to 350F. \xa0Spray (8) eight 4-inch ramekins with oil.In a large bowl combine the strawberries, honey and orange juice in large bowl, sprinkle with cornstarch and toss until fruit is\xa0coated.Transfer to the ramekins.Combine the remaining nut topping ingredients in a medium bowl with a fork and sprinkle over the fruit.Bake 40 minutes or\xa0until the top is golden and the berries are soft and bubbly.Serve warm, with 1 tablespoon of ice cream or whipped cream, if desired.']",American,Dessert
Chicken Rollatini Parmesan,"['▢ 8 thin chicken cutlets, 3 oz each▢ 1/2 cup whole wheat Italian seasoned breadcrumbs▢ 1/4 cup grated parmesan cheese, divided▢ 6 tablespoons egg whites or egg beaters▢ 5 oz frozen spinach, squeezed dry of any liquid▢ 6 tbsp part skim ricotta cheese▢ 6 oz part skim mozzarella, I used Polly-O▢ olive oil non-stick spray▢ 1 cup pomodoro sauce or your favorite marinara sauce▢ salt and pepper to taste']",20,"['Wash and dry cutlets, season with salt and pepper.Preheat oven to 450°. Lightly spray a baking dish with non-stick spray.Combine breadcrumbs and 2 tbsp grated cheese in one bowl and 1/4 cup egg beaters or egg whites in another.Shred or finely chop 1.5 oz of mozzarella cheese and\xa0combine with remaining grated cheese, spinach (make sure you squeeze it dry), 2 tbsp egg beaters, and ricotta cheese.Lay chicken cutlets down on a working surface and spread 2 tbsp of spinach-cheese mixture on each cutlet. Loosely roll each one and keep seam side down.Dip chicken in egg mixture, then in breadcrumbs and place seam side down in a baking dish (no toothpicks needed).Repeat with the remaining chicken. When finished, lightly spray with olive oil.\xa0Bake 25 minutes.Remove from oven, top with sauce then cheese.Bake until cheese is melted and bubbling, about 3 more minutes.Serve with additional sauce on the side and grated cheese.']",Italian,Dinner
Tuna Deviled Eggs,"['▢ 8 large hard boiled eggs, halved (Instant Pot hard boiled egg recipe here)▢ 2 6 oz cans albacore tuna, packed in water, drained▢ 1 tbsp red onion, minced▢ 1/3 cup light mayo, use compliant mayo for whole30▢ 1 teaspoon red wine vinegar▢ chopped fresh chives▢ salt and pepper, to taste']",20,"['In a medium bowl combine the egg yolks with mayo and mash.Add tuna, red onion and red wine vinegar.Scoop heaping spoonfuls of the tuna salad into the 16 halved eggs. Garnish with chives.']",American,"Appetizer, Lunch, Snack"
Blackened Scallops with Horseradish Sauce,"['▢ 1 tablespoon paprika▢ 1/2 teaspoon cayenne, or more to taste▢ 1- 1/4 teaspoon garlic powder▢ 1 teaspoon dried thyme▢ 1 teaspoon dried oregano▢ 3/4 teaspoon kosher salt▢ 1/8 teaspoon black pepper▢ 1 tablespoons butter*▢ 16 large sea scallops, 20 ounces room temperature', 'Horseradish Cream▢ 1/4 cup reduced fat sour cream*▢ 1\xa0 tablespoon\xa0 prepared grated horseradish▢ 1 tablespoon water▢ 1/4 teaspoon Dijon mustard▢ 1/8 teaspoon kosher salt▢ black pepper, to taste']",15,"['Preheat the oven to 350F.In a small bowl combine the horseradish cream ingredients and set aside.In another small bowl, add the paprika, cayenne, garlic powder, thyme, oregano, salt, black pepper and mix to blend. Coat the scallops on all sides with the spices.Heat a large heavy-bottomed pan or cast iron skillet over medium heat, and melt the butter.When very hot add the scallops and saute 1 minutes on each side.Transfer to the oven to finish cooking 4 to 5 minutes, or until the scallops are just cooked through and just opaque in the middle. (warning, you may want to open your windows, you kitchen will get smokey.) Serve with sauce.']",American,Dinner
Corned Turkey and Cabbage Dinner,"['Turkey▢ 1/2 teaspoon ground allspice▢ 1/2 teaspoon ground mustard▢ 1/2 teaspoon ground coriander▢ 1/4 teaspoon ground ginger▢ 1/4 teaspoon ground cinnamon▢ 1 tablespoon brown sugar▢ 1/2 teaspoon ground cloves▢ 1/2 teaspoon coarse ground black pepper▢ 1 bay leaf, crumbled very finely▢ Olive oil spray▢ 3 1/2 lbs turkey breast, boneless and skin on,  ', 'Vegetables▢ 1 head cabbage, cut into 8 wedges▢ 4 carrots, peeled and cut into 1/2 inch coins▢ 1 pound yukon gold potatoes, cut into 1"" chunks▢ 1 tablespoon canola oil▢ 1/2 teaspoon kosher salt▢ 1/4 teaspoon coarse ground black pepper']",15,['Preheat the oven to 400 degrees.Mix all the spices (including the brown sugar) together.Pull the skin up from the meat and rub half of the spices onto the turkey.Put the turkey skin side down onto your baking sheet and rub the rest of the spices onto the top of the turkey breast.Put the turkey into the oven to cook while you prepare the vegetables (turkey will cook a total of about 35 minutes).Toss the carrots and potatoes in the oil with the salt and pepper.Add them to the baking sheet.Add the cabbage wedges to the sheet and spray with a 1/2 second of olive oil spray.Add the vegetables to the oven and continue cooking for another 30 minutes.Remove when turkey is cooked through and vegetables have just started to brown.Discard skin and serve.'],American,Dinner
Chickpea Egg Salad,"['▢ 2 cans (15 oz) chickpeas, I use Goya rinsed and drained▢ 6 large hard boiled eggs, sliced crosswise▢ kosher salt and black pepper, to taste▢ 2 tablespoons chopped red onion▢ 2 tablespoons extra virgin olive oil▢ 2 tablespoons apple cider vinegar, I use Braggs▢ 1 tablespoon chopped fresh cilantro or parsley']",5,['Toss all the ingredients in a medium bowl.Serve or store in refrigerator for the week.'],American,"Lunch, Salad"
Breakfast Pizza,"['▢ 1 cup (5 oz) all purpose or white whole wheat flour*▢ 1 1/2 teaspoons baking powder▢ 1/2 teaspoon kosher salt▢ 1 cup non-fat Greek yogurt, not regular, drained if theres any liquid▢ handful baby spinach▢ 2 ounces (1/2 cup) shredded mozzarella cheese▢ 8 cherry tomatoes, sliced▢ 4 large eggs▢ 2 strips cooked center cut bacon, chopped']",15,"['Preheat the oven to 450F. Place a silicone liner on a large baking sheet or spray with oil if using parchment.In a medium bowl combine the flour, baking powder and salt and whisk well.Add the yogurt and mix with a fork or spatula until well combined, it will look like small crumbles.Lightly dust flour on a work surface and remove dough from the bowl, knead the dough a few times until dough is tacky, but not sticky, about 20 turns (it should not leave dough on your hand when you pull away).Divide into 4 equal balls about 3-3/8 oz each.Sprinkle a work surface and rolling pin with a little flour roll the dough out into thin ovals 7 to 8 inches in diameter and place on the prepared baking sheet.Top with spinach, mozzarella and tomatoes, leaving the center open for the egg. Gently break an egg the center of each dough and finish with bacon.Bake 10 to 12 minutes, until the crust is golden and the egg is set. Season with salt and pepper.']",Italian,"Breakfast, Brunch"
Chickpea Tuna Salad,"['▢ 15 ounce can chickpeas, rinsed and drained▢ 6 ounce can wild albacore tuna, drained (I like American Tuna)▢ 1 to 2 tablespoons chopped red onion▢ 2 tablespoons capers, plus 2 tablespoons of the brine▢ 2 tablespoons red wine vinegar▢ chopped lettuce, optional']",5,"['Combine all the ingredients, adjust the vinegar and brine to your taste.']",American,"Lunch, Salad"
Bangin Good Shrimp,"['▢ 5 tbsp light mayonnaise▢ 3 tbsp Thai Sweet Chili Sauce▢ 1 tsp Sriracha, to taste', 'For the Shrimp:▢ 1 lb large shrimp, shelled and deveined (weight after peeled)▢ 2 tsp cornstarch▢ 1 tsp canola oil▢ 3 cups shredded iceberg lettuce, or butter lettuce▢ 1 cup shredded purple cabbage▢ 4 tbsp scallions, chopped']",15,"['In a medium bowl, combine mayonnaise, Thai sweet chili sauce and Sriracha. Set aside.Combine lettuce and cabbage and divide between four plates. Set aside.Coat shrimp with cornstarch, mixing well with your hands.Heat a large skillet or wok on high heat, when hot add oil. When oil is hot add the shrimp to hot pan and cook tossing a few times until cooked through, about 3 minutes.Remove from pan and combine with the sauce coating well.Place shrimp on lettuce and top with scallions.']","Chinese, Japanese","Appetizer, Lunch"
Slow Cooker Chicken and Sausage Creole,"['▢ 1 ½ pounds boneless, skinless chicken thighs, trimmed of fat▢ 9 ounces chicken Andouille sausage, sliced into rounds▢ 1 cup chopped onions▢ 1/2 cup chopped carrots▢ 1 green bell pepper, seeded and chopped▢ 1 red bell pepper, seeded and chopped▢ 3 cloves garlic, minced▢ 1 cup low sodium chicken broth▢ 1 14.5-ounce can diced tomatoes▢ 3 ounces 1/2 a 6-ounce can tomato paste▢ 1/2 cup tomato sauce▢ 1 ¾ teaspoons Creole seasoning▢ Dash of cayenne pepper▢ 3 scallions, chopped (for garnish)▢ 3 cups cooked brown rice, for serving (optional)']",15,['Place all of ingredients in the slow cooker.Cover and cook on low for 6-8 hours or high for 3-4 hours.Shred the chicken and add it back to the slow cooker.\xa0\xa0Evenly distribute the creole among 6 bowls and top each with green onions. Serve alone or over brown rice.'],American,Dinner
Stuffed Bagel Balls (Baked or Air Fryer),"['▢ 1 cup unbleached all purpose flour, whole wheat or gluten-free mix*, (5 oz in weight)▢ 2 teaspoons baking powder, make sure it’s not expired or it won’t rise▢ 3/4 teaspoon kosher salt, diamond crystal, use less if using table salt or mortons▢ 1 cup non-fat Greek yogurt, not regular yogurt, it will be too sticky (I recommend Stonyfield)▢ 4 tablespoons 4 ounces, or half package 1/3 less fat cream cheese, cut into 8 cubes▢ 1 egg white, beaten (whole egg works fine too)▢ optional toppings: everything bagel seasoning, sesame seeds, poppy seeds, dried garlic flakes, dried onion flakes**']",10,"['Oven Method:Preheat oven to 375F. Place parchment paper or a silpat on a baking sheet. If using parchment paper, spray with oil to avoid sticking.In a medium bowl combine the flour, baking powder and salt and whisk well.Add the yogurt and mix with a fork or spatula until well combined, it will look like small crumbles.Lightly dust flour on a work surface and remove dough from the bowl, knead the dough a few times until dough is tacky, but not sticky, about 15 turns (it should not leave dough on your hand when you pull away).Divide dough into 8 equal balls. Flatten each ball into circles, then place 1/2 tablespoon cream cheese on each. Cover the dough well and roll into a ball. Repeat with the remaining dough.Top with egg wash and sprinkle with seasoning of your choice if desired.Bake on the top rack of the oven for 25 minutes. Let cool at least 10 minutes before eating.', 'Air Fryer Method:Spray the basket to avoid sticking.Preheat the air fryer 325F. Transfer in batches without overcrowding and bake 11 to 12 minutes, or until golden.No need to turn. Let cool at least 10 minutes before eating.']",American,"Breakfast, Brunch"
Mixed Berry Pie,"['For the Filling:▢ 4 tablespoons raw sugar▢ 1 1/2 tablespoons cornstarch▢ pinch of salt▢ 1 1/4 cups fresh strawberries, stemmed and sliced▢ 1 1/4 cups fresh raspberries▢ 1 1/4 cups fresh blackberries▢ 1 teaspoon fresh lemon juice▢ plus 1/4 teaspoon lemon zest▢ refrigerated pie crust*▢ 1 egg, beaten▢ *once cut each crust will weigh about 3/4 ounce.']",15,"['Preheat the oven to 375°F.In a large bowl, whisk the sugar, cornstarch and salt. Toss in berries and gently mix to coat.Add lemon juice and lemon zest, then divide evenly into 4 (6 oz) ramekins.Cut the pie crust into 4 circles about 4 inches round. Roll to elongate slightly.Cut a heart out of the center and place the crust over the fruit in the ramekins. Brush with egg wash.Place the ramekins on a rimmed baking baking sheet and place in the center of the oven.Bake until the berries are hot and bubbling and the crust is golden, about 40 minutes.']",American,Dessert
Indian Shrimp Curry,"['▢ 1 tablespoon\xa0 canola oil, divided▢ 1 pound shrimp, peeled and deveined▢ 1/2 yellow onion, finely chopped▢ 1 teaspoon ground ginger▢ 1 teaspoon ground cumin▢ 1 teaspoon ground coriander▢ 1 1/2 teaspoons ground turmeric▢ 1 teaspoon curry powder▢ 1 teaspoon paprika▢ 1/2 teaspoon chili powder▢ 2 cloves garlic, minced▢ 1 15 ounce can tomato sauce▢ 3/4 cup lite canned coconut milk▢ 1/2 teaspoon Kosher salt▢ cilantro and chili peppers for garnish']",5,"['Add 2 teaspoons of the\xa0canola oil on high heat in a large skillet.Add the shrimp and cook for 1 minute on each side then remove the shrimp from the pan.Add the remaining teaspoon of the canola oil to the skillet with the onions.Cook\xa0the onions for\xa05 minutes on medium heat, stirring occasionally.Add in the ginger, cumin, coriander, turmeric, paprika, curry powder, chili powder, salt and garlic.Stir well, letting cook for 30 seconds then add in the tomato sauce and combine.Add in the coconut milk and shrimp to the pan and stir well.Garnish with cilantro and chili peppers if desired.']",Indian,Dinner
Instant Pot Turkey Meatball and Ditalini Soup,"['For the meatballs▢ 1 pound 93% lean ground turkey▢ 1/3 cup seasoned breadcrumbs, Can substitute gluten-free breadcrumbs▢ 3 tbsp grated Pecorino Romano cheese▢ 1 large egg, beaten▢ 1 clove crushed garlic▢ 1 tbsp fresh minced parsley▢ 1/2 teaspoon kosher salt', 'For the soup▢ cooking spray▢ 1 teaspoon olive oil▢ 1/2 cup chopped onion▢ 1/2 cup chopped celery▢ 1/2 cup chopped carrot▢ 3 cloves minced garlic▢ 1 can diced San Marzano tomatoes, 28 ounces, I used Tuttorosso▢ 4 cups reduced sodium chicken broth▢ 4  basil leaves, plus optional more for garnish▢ 2 bay leaves▢ 5 ounces ditalini pasta, 1 cup* (wheat or gluten-free)▢ 1 cup zucchini, diced small▢ Parmesan rind, optional▢ Grated parmesan cheese, optional for serving']",20,"['In a medium bowl combine turkey, breadcrumbs, pecorino, egg, garlic, parsley and salt and gently mix to combine.Form into 30 meatballs, about 1 heaping tablespoon each.Press saute in the Instant Pot and spray with oil.Brown the meatballs in 2 to 3 batches, spraying each time. Set aside on a dish and clean the pot.Heat the oil and add the onion, celery, carrots and garlic, cook until soft, about 4 minutes.Add the tomatoes, Parmesan rind, basil, bay leaves and stir, return the meatballs to the pot.Add the chicken broth, cover and cook high pressure 15 minutes.Quick release and open the lid, add the pasta and zucchini and cook 4 minute more, quick release so the pasta doesn’t overcook.Serve with grated cheese if desired and basil.']",Italian,Dinner
Czech Crepes with Berries and Cream,"['For the Crepes (makes about 12):▢ 1 cup all purpose or white whole wheat flour▢ 1 1/2 cups 1% milk, or milk of your choice▢ 2 large eggs▢ 1 teaspoon oil, olive or grapeseed▢ nonstick spray', 'For the Berries:▢ 6 oz package blackberries▢ 6 oz package raspberries▢ 12 oz package strawberries, cut in quarters▢ 12 tablespoons light whipped cream of your choice, or yogurt/cottage cheese▢ 1 teaspoon powdered sugar, for topping']",5,"['In a blender, blend flour, milk, eggs and oil until smooth.Heat a nonstick crepe pan on medium-low flame. When hot, spray with cooking spray to coat bottom of skillet. Pour 1/4 cup crepe mixture into pan, swirling pan slightly to make crepe thin and smooth.\xa0Cook for 1 minute or until bottom of crepe is light golden brown. Flip; cook 30 seconds to 1 minute or until light golden brown. Set aside on a plate and repeat with remaining crepe mixture.To serve, spoon 1 tablespoon cream or your desired filling into center of each crepe. Top with some berries and roll crepes.Sprinkle lightly with powdered sugar and more berries on top. Best if served warm.']","American, Czech","Breakfast, Brunch, Dessert"
Air Fryer Tostones (Twice Air Fried Plantains),"['▢ 1 large green plantain, ends trimmed and peeled (6 oz after)▢ olive oil spray, I like Bertolli▢ 1 cup water▢ 1 teaspoon kosher salt▢ 3/4 teaspoon garlic powder']",5,"['With a sharp knife cut a slit along the length of the plantain skin, this will make it easier to peel. Cut the plantain into 1 inch pieces, 8 total. In a small bowl combine the water with salt and garlic powder.Preheat the air fryer to 400F.When ready, spritz the plantain with olive oil and cook 6 minutes, you might have to do this in 2 batches. Remove from the air fryer and while they are hot mash them with a tostonera or the bottom of a jar or measuring cup to flatten. Dip them in the seasoned water and set aside. Preheat the air fryer to 400F once again and cook, in batches 5 minutes on each side, spraying both sides of the plantains with olive oil.When done, give them another spritz of oil and season with salt. Eat right away.']","carribean, Latin, south american","Appetizer, Side Dish, Snack"
Dad’s Creamy Cauliflower Soup,"['▢ 1 tbsp butter▢ 1 tbsp unbleached flour, gluten-free is fine too▢ 1 medium head cauliflower, chopped▢ 1/2 cup chopped onions▢ 4 cups less sodium chicken broth, vegetarians can use vegetable broth▢ salt and pepper to taste']",5,"['In a medium saucepan, make a roux by melting the butter on low heat.Add the flour and stir about 2 minutes.Add the chicken broth, onions and cauliflower and set heat to medium.Bring to a boil, then cover and simmer over medium-low heat until vegetables are tender (about 20 minutes.)Puree with an immersion blender until smooth. Season with salt and pepper.']","American, Czech","Lunch, Soup"
Easy Garlic Knots (Air Fryer or Baked),"['▢ olive oil spray▢ 1 cup all purpose or white whole wheat flour, see notes above for gluten-free▢ 3/4 teaspoon kosher salt, less for table salt▢ 2 teaspoons baking powder▢ 1 cup fat free Greek Yogurt, drained of any excess liquid (I like Fage)▢ 2 teaspoons butter▢ 3 cloves garlic, chopped▢ 1 tbsp grated parmesan cheese▢ 1 tablespoon finely chopped fresh parsley']",10,"[""Preheat oven to 375°F. Line a rimmed baking sheet with a silicone liner or Silpat.In a large bowl combine the flour, baking powder and salt and whisk well. Add the yogurt and mix with a spoon until incorporated. Then use your dry hands and knead about 15 times. If it's too sticky you can add a little more flour. Roll into a ball.Divide the dough into 8 equal pieces then roll each piece into worm like strips, about 9 inches long. Tie each breadstick into a “knot-like” ball; place on the prepared baking sheet. Spray the top with olive oil. Bake on the top third of the oven until golden about 18 minutes. Let them cool 5 minutes. Meanwhile, in medium nonstick skillet melt the butter, add the garlic and cook until golden, 2 minutes.Toss the knots in the skillet with the melted butter and garlic or use a brush to cover the knots with the garlic.If the knots are too dry, give them another mist of olive oil. Sprinkle with parmesan cheese and chopped parsley."", 'Air Fryer Method:Preheat the air fryer 325F degrees and set for 11 to 12 minutes. Cook in batches without overcrowding and bake 11 to 12 minutes, or until golden. No need to turn.']",American,"Appetizer, Side Dish"
Cheese Stuffed Turkey Meatloaf,"['▢ olive oil spray▢ 1 large shallot, minced▢ 2 pounds 93% lean ground turkey▢ 2/3 cup chopped fresh cremini mushrooms▢ 3/4 cup Italian seasoned breadcrumbs▢ 1/3 cup ketchup▢ 2 large eggs▢ 1 1/4 teaspoon kosher salt▢ 1 teaspoon dried marjoram▢ 1 cup 4 ounces reduced fat shredded Cheddar cheese▢ 1 oz chopped fresh baby spinach', 'For topping:▢ 2 tablespoons ketchup▢ 1\xa0 teaspoon brown sugar▢ 1- 1/2 teaspoons dijon mustard▢ 2 teaspoons Worcestershire sauce']",15,"['Preheat oven to 350 degrees F. Coat a 9- x 13-inch baking dish with cooking spray.Spray a small nonstick skillet with cooking olive oil spray over medium heat and saute shallot until golden, about 2 to 3 minutes; remove from heat.Combine the glaze ingredients in a small bowl.In a large bowl combine ground turkey, mushrooms, shallot, breadcrumbs, ketchup, egg, salt and marjoram. Mix with your hands until well blended. Place on a 12- x 16-inch piece of parchment paper and pat firmly into a 10- x 12-inch rectangle.Sprinkle cheese mixture evenly over ground turkey followed by the spinach. Roll up jelly roll-style, starting from the short end, by lifting wax paper and removing the paper as you roll. Seal ends well. Place seam-side down in prepared baking dish.Bake 45 minutes. Remove from oven, brush the sauce over roll, and return to oven 10 to 15 minutes, or until no pink remains. Remove from oven and allow to stand 10 minutes. Slice into 16 slices and serve.']",American,Dinner
Cauliflower Rice (Arancini) Balls,"['▢ 1 Italian chicken sausage link, casing removed (2 3/4 oz)▢ 2 1/4 cups riced cauliflower, frozen works great▢ 1/4 teaspoon kosher salt▢ 2 tablespoons homemade marinara, plus optional more for serving▢ 1/2 cup part skim shredded mozzarella▢ 1 large egg, beaten▢ 1/4 cup bread crumbs*, or gluten-free crumbs▢ 1 tablespoon grated Pecorino Romano or parmesan*▢ cooking spray']",5,"['Heat a medium skillet over medium-high heat. Add the sausage and cook, breaking the meat up with spoon as it cooks as small as you can, about 4 to 5 minutes.Add the cauliflower, salt and marinara and cook 6 minutes on medium heat, stirring until the cauliflower is tender and heated through.Remove from heat and add the mozzarella cheese to the skillet and stir well to mix. Let it cool 3 to 4 minutes, until it’s easy to handle.Spray a 1/4 cup measuring cup with cooking spray and fill with cauliflower mixture, leveling the top. Use a small spoon to scoop out into your palm and roll into a ball. Set aside on a dish.Repeat with the remaining cauliflower, you should have 6 balls.Place the egg in one bowl and the breadcrumbs in another.Add the parmesan to the crumbs and mix.Dip the ball in the egg, then in the crumbs and transfer to a baking sheet. Spray the top with cooking spray.If baking in the oven, bake 425F 25 minutes, until golden. If making in the air fryer, bake 400F for 9 minutes turning halfway until golden.Serve with marinara sauce, for dipping.']","American, Italian",Appetizer
Pollo in Potacchio (Braised Chicken with Tomatoes and Rosemary),"['▢ 10 skinless chicken thighs on the bone, 5 oz each▢ kosher salt and fresh black pepper▢ 3 - 4 small sprigs fresh rosemary▢ 1 tbsp + 1 tsp olive oil▢ 1 large yellow onion, finely chopped▢ 4 garlic cloves, chopped▢ 1 celery stalk, chopped▢ 1 carrot, chopped▢ pinch red pepper flakes, optional▢ 2 cups Imported crushed tomatoes, Tuttoroso▢ 1/4 tsp dried marjoram▢ 1/4 cup dry white wine, Omit for Whole30▢ 2 cups low sodium, fat free chicken broth▢ kosher salt and fresh black pepper']",10,"['Dutch OvenLightly season the chicken with salt and fresh pepper. Place a Dutch Oven or large heavy pot on medium-high heat. Add 1 tbsp oil, when hot add the chicken and sear until browned on all sides, about 6-7 minutes on each side. Transfer chicken to a dish and set aside.Sauté garlic and onions (and red pepper flakes if using) in remaining oil; sauté until golden, about 3 minutes, stirring occasionally. Add celery and carrots and saute on medium-low for about 2-3 minutes, until soft. Add the wine and chicken broth, scraping any caramelized bits from the bottom with a wooden spoon.Add tomatoes, marjoram, reduce heat to low, adjust salt and pepper to taste and simmer for 30 minutes.Add the chicken and rosemary to the sauce, partially cover and cook slowly on low heat for another 25 - 30 minutes, stirring occasionally, adding water if needed.', 'Slow Cooker:\xa0\xa0Start with the same directions step 1 and 2 on the stove, reducing the chicken broth to 1 cup. Transfer to the slow cooker with the remaining ingredients and cook on low for 8 hours.', 'Instant Pot:\xa0\xa0Lightly season the chicken with salt and fresh pepper. Press saute on the Instant Pot and add 1/2 tbsp oil,\xa0 brown half of the chicken and sear until browned on all sides, about 6-7 minutes on each side. Transfer chicken to a dish and set aside, repeat with the remaining 1/2 tbsp oil and chicken. Set aside.Add remaining teaspoon oil, add garlic, onions (red pepper flakes if using) celery and carrots and saute on medium-low for about 3 to 4 minutes, until soft. Add the wine and 1 cup chicken broth, scraping any caramelized bits from the bottom with a wooden spoon.Add tomatoes, marjoram, adjust salt and pepper to taste and mix, return the chicken to the pot, add the rosemary to the sauce, cover and cook high pressure 30 minutes, natural release.']",Italian,Dinner
Easy Shredded Harissa Chicken,"['▢ 1 pound boneless, skinless chicken breasts▢ 1/2 teaspoon ground cumin▢ 1/4 teaspoon garlic powder▢ 1/2 teaspoon Kosher salt▢ 1 cup mild Harissa sauce, I like Mina▢ optional, serve with Tzatziki']",5,"['Slow Cooker Directions:Season the chicken with the cumin, garlic powder, pinch of salt,\xa0and pepper.Place chicken in a slow cooker,\xa0pour the harissa over the chicken,\xa0and cover. Cook\xa0on HIGH for 2 hours or LOW 4 hours.Remove chicken from the slow cooker and shred with two forks.', 'Pressure Cooker Directions:Season the chicken with the cumin, garlic powder, pinch of salt,\xa0and pepper.Place chicken in the pressure cooker,\xa0pour the harissa over the chicken and cook high pressure 20 minutes. Quick or natural release then shred with two forks. If using frozen chicken breasts, cook 25 minutes.']",Mediterranean,"Dinner, Lunch"
Easy Bagel Recipe,"[""▢ 1 cup unbleached all purpose flour, whole wheat or gluten-free mix*, (5 oz in weight)▢ 2 teaspoons baking powder, make sure it's not expired or it won't rise▢ 3/4 teaspoon kosher salt, use less if using table salt▢ 1 cup non-fat Greek yogurt, not regular yogurt, it will be too sticky (Stonyfield)▢ 1 egg white or whole egg, beaten▢ optional toppings: , everything bagel seasoning, sesame seeds, poppy seeds, dried garlic flakes, dried onion flakes**""]",5,"['Oven Method:Preheat oven to 375F. Place parchment paper or a silpat on a baking sheet. If using parchment paper, spray with oil to avoid sticking.In a medium bowl combine the flour, baking powder and salt and whisk well. Add the yogurt and mix with a fork or spatula until well combined, it will look like small crumbles.Lightly dust flour on a work surface and remove dough from the bowl, knead the dough a few times until dough is tacky, but not sticky, about 15 turns (it should not leave dough on your hand when you pull away).Divide into 4 equal balls. Roll each ball into 3/4-inch thick ropes and join the ends to form bagels. (or you can make a ball and poke a hole in the center then stretch it slightly)Top with egg wash and sprinkle both sides with seasoning of your choice. Bake on the top rack of the oven for 25 minutes. Let cool at least 15 minutes before cutting.', 'Air Fryer Method:In a medium bowl combine the flour, baking powder and salt and whisk well. Add the yogurt and mix with a fork or spatula until well combined, it will look like small crumbles.Lightly dust flour on a work surface and remove dough from the bowl, knead the dough a few times until dough is tacky, but not sticky, about 20 turns (it should not leave dough on your hand when you pull away).Divide into 4 equal balls. Roll each ball into 3/4-inch thick ropes and join the ends to form bagels.Top with egg wash and sprinkle both sides with seasoning of your choice.Preheat the air fryer 280F degrees. Transfer in batches without overcrowding and bake 15 to 16 minutes, or until golden. No need to turn. Let cool at least 15 minutes before cutting.']",American,"Breakfast, Brunch"
